PMS Community,PMS Unit Type,Description,Beds,Baths,SqFt,Unit Count,Unit Type,Pricing Offset
_H299,_299.c2r,_2x2 Renovated,,,1225,10,_2X2AR,0
_H299,_299.l2l,_Lead2Lease Default Unit Type,,,0,0,_299.L2L,0
_H300,_300.a1,_1x1+,,,753,80,_1X1,0
_H300,_300.a2,_1x1,,,625,56,_1X1A,0
_H300,_300.a3,_1x1+Den,,,850,33,_1X1DEN,0
_H300,_300.al,_1x1 Loft,,,898,2,_1X1DEN,420
_H300,_300.c1,_2x2,,,966,53,_2X2,0
_H300,_300.c2,_2x2,,,1180,27,_2X2,500
_H300,_300.c3,_2x2,,,1329,6,_2X2PENT,0
_H300,_300.c4,_2x2.5,,,1389,18,_2X2PENT,0
_H300,_300.c5,_2x2.5,,,1346,6,_2X2PENT,0
_H300,_300.d,_3x3,,,1516,6,_3BED,0
_H300,_300.jr,_1x1 Open,,,586,3,_300.JR,0
_H300,_300.jr1,_1x1 Open,,,532,87,_URBAN1X1,0
_H300,_300.jr2,_1x1 Open,,,527,5,_URBAN1X1,0
_H300,_300.l2l,_Lead2Lease Default Unit Type,,,0,0,_300.L2L,0
_H300,_300.s,_Studio,,,456,4,_URBAN1X1,0
_H305,_305.a,_1x1,,,686,39,_1X1,0
_H305,_305.a1,_1x1,,,740,83,_1X1A,0
_H305,_305.a1pr,_1x1 Prior Reno,,,740,10,_1X1A,0
_H305,_305.a1r,_1x1 Reno,,,740,17,_1X1A,0
_H305,_305.apr,_1x1 Prior Reno,,,686,6,_1X1,0
_H305,_305.ar,_1x1 Renovated,,,686,9,_1X1,0
_H305,_305.b,_2x1,,,938,27,_2X1,0
_H305,_305.b1,_2x1,,,938,78,_2X1A,0
_H305,_305.b1pr,_2x1 Prior Reno,,,938,15,_2X1A,0
_H305,_305.b1r,_2x1,,,938,21,_2X1A,0
_H305,_305.bpr,_2x1 Prior Reno,,,938,10,_2X1,0
_H305,_305.br,_2x1,,,938,5,_2X1,0
_H305,_305.c,_2x2,,,1036,55,_2X2,0
_H305,_305.c1,_2x2,,,1049,45,_2X2A,0
_H305,_305.c1pr,_2x2 Prior Reno,,,1049,11,_2X2A,0
_H305,_305.c1r,_2x2,,,1049,16,_2X2A,0
_H305,_305.cpr,_2x2 Prior Reno,,,1036,21,_2X2,0
_H305,_305.cr,_2x2,,,1036,12,_2X2,0
_H305,_305l2l,_Lead2Lease Default Unit Type,,,0,0,_305L2L,0
_H305,_305nonrs,_,,,0,0,_305NONRS,0
_H313,_313.a,_1x1,,,716,4,_1X1,0
_H313,_313.a1,_1x1,,,722,30,_1X1,0
_H313,_313.a2,_1x1,,,777,5,_1X1,45
_H313,_313.a3,_1x1,,,806,3,_1X1,70
_H313,_313.a4,_1x1,,,810,8,_1X1,100
_H313,_313.a5,_1x1,,,815,8,_1X1,180
_H313,_313.a6,_1x1,,,845,1,_1X1,230
_H313,_313.a7,_1x1,,,964,8,_2X1,0
_H313,_313.a8,_1x1,,,1060,5,_1X1,175
_H313,_313.a9,_1x1,,,1108,4,_2X1,95
_H313,_313.b,_2x1,,,987,4,_2X1,0
_H313,_313.b1,_2x2,,,1246,4,_2X2,0
_H313,_313.b2,_2x2,,,1328,4,_2X2,175
_H313,_313.b3,_2x2,,,1363,5,_2X2,175
_H313,_313.l2l,_Default L2L Unit Type,,,0,0,_313.L2L,0
_H313,_313.s,_Studio,,,551,4,_STUD,-150
_H313,_313.s1,_Studio,,,624,8,_STUD,0
_H315,_315.a1,_1x1,,,640,19,_1X1A,-100
_H315,_315.a1r,_1x1 Renovated,,,640,8,_1X1AR,-100
_H315,_315.a2,_1x1,,,685,38,_1X1,0
_H315,_315.a2r,_1x1 Renovated,,,685,14,_1X1R,0
_H315,_315.a3,_1x1,,,724,14,_1X1,50
_H315,_315.a3r,_1x1 Renovated,,,724,12,_1X1R,50
_H315,_315.a4,_1x1,,,735,8,_1X1A,70
_H315,_315.a42,_1x1,,,782,11,_1X1A,120
_H315,_315.a42r,_1x1,,,782,1,_1X1AR,120
_H315,_315.a43,_1x1,,,865,1,_1X1A,250
_H315,_315.a4r,_1x1,,,735,6,_1X1AR,70
_H315,_315.b1,_2x1,,,901,9,_2X2,-70
_H315,_315.b1r,_2x1,,,901,3,_2X2R,-70
_H315,_315.c1,_2x2,,,928,8,_2X2,-50
_H315,_315.c1r,_2x2,,,928,0,_2X2R,-50
_H315,_315.c2,_2x2,,,979,14,_2X2,0
_H315,_315.c2r,_2x2,,,979,4,_2X2R,0
_H315,_315.c3,_2x2,,,1101,11,_2X2A,65
_H315,_315.c31,_2x2,,,989,7,_2X2A,-55
_H315,_315.c31r,_2x2 Renovated,,,989,3,_2X2AR,-55
_H315,_315.c3r,_2x2 Renovated,,,0,3,_2X2AR,65
_H315,_315.c41,_2x2,,,1041,15,_2X2A,0
_H315,_315.c41r,_2x2 Renovated,,,1041,9,_2X2AR,0
_H315,_315.c42,_2x2,,,1110,1,_2X2A,75
_H315,_315.l2l,_Default L2L Unit Type,,,0,0,_315.L2L,0
_H316,_316.a,_1 Bedroom,1,1,670,21,_1X1,-100
_H316,_316.a1,_1 Bedroom,1,1,745,91,_1X1,0
_H316,_316.a2,_1 Bedroom,1,1,790,22,_1X1A,0
_H316,_316.c,_2 Bedroom,2,2,900,21,_2X2,-175
_H316,_316.c1,_2 Bedroom,2,2,1110,34,_2X2,0
_H316,_316.c2,_2 Bedroom,2,2,1240,22,_2X2A,0
_H316,_316.c3,_2 Bedroom,2,2,1161,4,_2X2A,-95
_H316,_316.c4,_2 Bedroom,2,2,1270,4,_2X2A,40
_H316,_316.l2l,_Default L2L Unit Type,,,0,0,_316.L2L,0
_H316,_316.s,_Jr 1 Bedroom,1,1,570,11,_STUD,0
_H218,_218.a2,_1x1,,,659,44,_1X1WI,0
_H218,_218.a2pr,_1x1 Prior Renovation,,,659,35,_1X1WI,0
_H218,_218.a2r,_1x1 Renovated,,,659,25,_1X1WI,0
_H218,_218.c1,_2x2,,,871,17,_2X2WI,0
_H218,_218.c1pr,_2X2 Prior Renovation,,,871,16,_2X2WI,0
_H218,_218.c1r,_2x2 Renovated,,,871,15,_2X2WI,0
_H218,_218.c2,_2x2,,,910,22,_2X2WIC,0
_H218,_218.c2pr,_2x2 Prior Renovation,,,910,15,_2X2WIC,0
_H218,_218.c2r,_2x2 Renovated,,,910,15,_2X2WIC,0
_H218,_218.d1,_3x2,,,1107,7,_3X2WI,0
_H218,_218.d1pr,_3x2 Prior Renovation,,,1107,10,_3X2WI,0
_H218,_218.d1r,_3x2 Renovated,,,1107,7,_3X2WI,0
_H218,_218.l2l,_Lead2Lease Default Unit Type,,,0,0,_218.L2L,0
_H218,_218nonrs,_Non-Resident Lessee,,,0,0,_218NONRS,0
_H324,_324.a1,_1x1,,,631,18,_1X1WII,0
_H324,_324.a1pr,_Prior Renovation 1x1,,,631,3,_1X1WII,0
_H324,_324.a1r,_1x1,,,631,17,_1X1WII,0
_H324,_324.a3,_1x1,,,729,15,_1X1WIIA,0
_H324,_324.a3r,_1x1,,,729,9,_1X1WIIA,0
_H324,_324.b1,_2x1,,,880,52,_2X1WII,0
_H324,_324.b1pr,_Prior Renovation 2x1,,,880,9,_2X1WII,0
_H324,_324.b1r,_2x1,,,880,30,_2X1WII,0
_H324,_324.c3,_2x2,,,987,20,_2X2WII,0
_H324,_324.c3pr,_Prior Renovation 2x2,,,987,5,_2X2WII,0
_H324,_324.c3r,_2x2,,,987,17,_2X2WII,0
_H324,_324.l2l,_Lead2Lease Default Unit Type,,,0,0,_324.L2L,0
_H324,_324nonrs,_Non-Resident Lessee,,,0,0,_324NONRS,0
_H325,_325.a1,_1x1 Garden flat,,,819,70,_1X1,0
_H325,_325.a1r,_1x1 Garden Flat,,,819,11,_1X1,0
_H325,_325.a2,_1x1 midrise,,,702,3,_1X1M,0
_H325,_325.a3,_1x1 midrise,,,776,3,_1X1M,0
_H325,_325.a4,_1x1 midrise,,,785,4,_1X1M,0
_H325,_325.a4r,_1x1 midrise,,,785,2,_1X1M,0
_H325,_325.a5,_1x1 midrise,,,814,3,_1X1M,0
_H325,_325.a5r,_1x1 midrise Renovated,,,814,0,_1X1M,0
_H325,_325.a6,_1x1 midrise,,,860,1,_1X1M,0
_H325,_325.a6r,_1x1 midrise,,,860,2,_1X1M,0
_H325,_325.b1,_2x1 Garden Flat,,,1023,19,_2X1,0
_H325,_325.b1r,_2x1 Garden Flat,,,1023,5,_2X1,0
_H325,_325.c1,_2x2 Garden Flat,,,1023,82,_2X2,0
_H325,_325.c1r,_2x2 Garden Flat,,,1023,20,_2X2,0
_H325,_325.c2,_2x2 midrise,,,992,8,_2X2M,0
_H325,_325.c2r,_2x2 midrise,,,992,4,_2X2M,0
_H325,_325.c3,_2x2 midrise,,,1053,3,_2X2M,0
_H325,_325.c4,_2x2 midrise,,,1074,2,_2X2M,0
_H325,_325.c4r,_2x2 midrise,,,1074,1,_2X2M,0
_H325,_325.d1,_3x2 Garden Flat,,,1367,3,_3X2,0
_H325,_325.d1r,_3x2 Garden Flat,,,1367,1,_3X2,0
_H325,_325.d2,_3x2 midrise,,,1425,14,_3X2,0
_H325,_325.d2r,_3x2 midrise,,,1425,7,_3X2,0
_H325,_325.l2l,_Lead2Lease Default Unit Type,,,0,0,_325.L2L,0
_H325,_325.s,_Studio,,,527,4,_1X1M,0
_H325,_325.sr,_Studio,,,527,2,_1X1M,0
_H325,_325comm,_Commercial Unit,,,0,0,_325COMM,0
_H327,_327.a,_1x1,,,574,42,_1X1,0
_H327,_327.a1,_Urban 1x1,,,636,161,_1X1URBAN,0
_H327,_327.a2,_Open 1x1,,,559,21,_1X1OPEN,0
_H327,_327.a3,_Urban 1x1 + Den,,,830,9,_2X1URBAN,-200
_H327,_327.b,_2x1,,,885,20,_2X1,0
_H327,_327.b1,_Urban 2x1,,,864,8,_2X1URBAN,0
_H327,_327.c,_2x2,,,970,4,_2X2,0
_H327,_327.c1,_Urban 2x2,,,943,6,_2X2,-50
_H327,_327.l2l,_Lead2Lease Default Unit Type,,,0,0,_327.L2L,0
_H327,_327.s,_Studio,,,449,27,_STUD,0
_H329,_329.a1,_1x1,1,1,703,96,_1X1,0
_H329,_329.a2,_1x1,1,1,863,104,_1X1A,0
_H329,_329.a3d,_1x1 Den,1,1,1045,32,_1X1D,0
_H329,_329.c1,_2x2,2,2,1167,24,_2X2,0
_H329,_329.c2g,_2x2 + garage,2,2,1196,2,_2X2GARAGE,0
_H329,_329.c3,_2x2,2,2,1282,24,_2X2,75
_H329,_329.c4g,_2x2 + garage,2,2,1295,2,_2X2GARAGE,50
_H329,_329.c5g,_2x2 + garage,2,2,1434,2,_2X2GARAGE,140
_H329,_329.c6g,_2x2 + garage,2,2,1252,16,_2X2GARAGE,0
_H329,_329.c7g,_2x2 + garage,2,2,1347,10,_2X2GARAGE,140
_H329,_329.c8g,_2x2 + garage,2,2,1507,10,_2X2GARAGE,250
_H329,_329.c9,_2x2,2,2,1309,20,_2X2,75
_H329,_329.d1g,_3x2 + garage,3,2,1832,6,_3X2,0
_H329,_329.d2,_3x2,3,2,1913,20,_3X2,0
_H329,_329.d3g,_3x2 + garage,3,2,2023,6,_3X2,175
_H329,_329.l2l,_Lead2Lease Default Unit Type,,,0,0,_329.L2L,0
_H332,_332.a1,_One Bedroom Cedar,,,600,23,_1X1,0
_H332,_332.a1r,_Cedar Renovated,,,600,25,_1X1,0
_H332,_332.a2,_One Bedroom Aspen,,,600,41,_1X1,0
_H332,_332.a2r,_Aspen Renovated,,,600,55,_1X1,0
_H332,_332.b1,_Two Bedroom Alder,,,800,11,_2X1,0
_H332,_332.b1r,_Alder Renovated,,,800,13,_2X1,0
_H332,_332.c1,_Two Bedroom Willow,,,850,9,_2X2,0
_H332,_332.c1r,_Willow Renovated,,,850,9,_2X2,0
_H332,_332.c2,_Two Bedroom Maple,,,850,43,_2X2,0
_H332,_332.c2r,_Maple Renovated,,,850,45,_2X2,0
_H332,_332.l2l,_Lead2Lease Default Unit Type,,,0,0,_332.L2L,0
_H334,_334.a,_Engineer 1x1,,,697,60,_1X1,0
_H334,_334.b,_Conductor 2x2,,,1030,12,_2X2,0
_H334,_334.b1,_Depot 2x2,,,1248,24,_2X2A,0
_H334,_334.b2,_Roundhouse 2x2,,,1459,5,_2X2,350
_H334,_334.l1,_Crossover 1x1 Loft,,,1078,10,_1X1L,0
_H334,_334.l2,_Freight 1x1 Loft,,,1565,1,_1X1L,390
_H334,_334.l2l,_Default L2L Unit Type,,,0,0,_334.L2L,0
_H334,_334.s,_Sidetrack Studio,,,548,60,_STUDIO,0
_H334,_334.s1,_Whistle Signal Studio,,,606,5,_STUDIO,15
_H334,_334nonrs,_,,,0,0,_334NONRS,0
_H334,_comm,_Commercial Unit,,,0,0,_COMM,0
_H336,_336.a1,_1x1 Onyx,1,1,792,26,_URBAN1BD,0
_H336,_336.a2,_1x1 Slate,1,1,843,48,_1X1,0
_H336,_336.a3,_1x1,1,1,825,6,_1X1,0
_H336,_336.a5,_1x1 Garnett,1,1,960,6,_1X1A,0
_H336,_336.a6,_1x1 Den Anthracite,1,1,1030,16,_1X1DEN,0
_H336,_336.a7,_1x1 Den Beech,1,1,1036,18,_1X1DEN1,0
_H336,_336.a8,_1x1 Den Dogwood,1,1,1083,23,_1X1DEN2,0
_H336,_336.c1,_2x2 Teak,2,2,1179,4,_2X2,0
_H336,_336.c2,_2x2 Mahogany,2,2,1213,67,_2X2,0
_H336,_336.c3,_2x2 Passaic,2,2,1254,1,_2X2A,0
_H336,_336.c4,_2x2 Maple,2,2,1288,4,_2X2B,0
_H336,_336.c5,_2x2 Amethyst,2,2,1298,5,_2X2A,0
_H336,_336.c6,_2x2 Amber,2,2,1347,4,_2X2B,0
_H336,_336.c7,_2x2 Emerald,2,2,1367,6,_2X2A,0
_H336,_336.c8,_2x2 Sandstone,2,2,1038,1,_2X2A,0
_H336,_336.c9,_2x2 Marble,2,2,1132,3,_2X2A,0
_H336,_336.l2l,_Lead2Lease Default Unit Type,,,0,0,_336.L2L,0
_P0484B01,_484a01_1,_1x1 Onyx a01,,,792,0,_URBAN1BD,0
_P0484B01,_484a02_1,_1x1 Slate a02,,,825,0,_1X1,0
_P0484B01,_484a03_1,_1x1 a03,,,825,0,_1X1,0
_P0484B01,_484a04_1,_1x1 Slate a04,,,860,0,_1X1,40
_P0484B01,_484a05_1,_1x1 Agate a05,,,896,0,_1X1A,-30
_P0484B01,_484a06_1,_1x1 Garnett a06,,,930,0,_1X1A,0
_P0484B01,_484a07_1,_1x1 Garnett a07,,,990,0,_1X1A,25
_P0484B01,_484a08_1,_1x1 Den Anthracite a08,,,1030,0,_1X1DEN,0
_P0484B01,_484a09_1,_1x1 Den Beech a09,,,1036,0,_1X1DEN1,0
_P0484B01,_484a10_1,_1x1 Den Dogwood7 a10,,,1079,0,_1X1DEN2,0
_P0484B01,_484a11_1,_1x1 Den Dogwood7 a11,,,1088,0,_1X1DEN2,0
_P0484B01,_484b01_2,_2x2 Sandstone b01,,,1038,0,_2X2A,-200
_P0484B01,_484b02_2,_2x2 Marble b02,,,1132,0,_2X2A,-150
_P0484B01,_484b03_2,_2x2 Teak b03,,,1179,0,_2X2,0
_P0484B01,_484b04_2,_2x2 Mahogany b04,,,1180,0,_2X2,0
_P0484B01,_484b05_2,_2x2 Mahogany b05,,,1180,0,_2X2,0
_P0484B01,_484b06_2,_2x2 Mahogany b06,,,1209,0,_2X2,0
_P0484B01,_484b07_2,_2x2 Mahogany b07,,,1211,0,_2X2,0
_P0484B01,_484b08_2,_2x2 Mahogany b08,,,1217,0,_2X2,0
_P0484B01,_484b09_2,_2x2 Mahogany b09,,,1247,0,_2X2,0
_P0484B01,_484b10_2,_2x2 Mahogany b10,,,1248,0,_2X2,0
_P0484B01,_484b11_2,_2x2 Passaic b11,,,1254,0,_2X2A,0
_P0484B01,_484b12_2,_2x2 Maple b12,,,1288,0,_2X2B,0
_P0484B01,_484b13_2,_2x2 Amethyst b13,,,1292,0,_2X2A,0
_P0484B01,_484b14_2,_2x2 Amethyst b14,,,1304,0,_2X2A,0
_P0484B01,_484b15_2,_2x2 Amber b15,,,1347,0,_2X2B,0
_P0484B01,_484b16_2,_2x2 Emerald b16,,,1348,0,_2X2A,0
_P0484B01,_484b17_2,_2x2 Emerald b17,,,1386,0,_2X2A,100
